Common_Name,Number_Observed,distance_band,Point_Name,duration_hrs,sub_comments,Date_Time,latitude,longitude
White-throated Thrush,2,within,PaHLF04,0.167,"PC,V=0,L=0,N=0",9/9/21,8.670354,-82.233717
Orange-billed Nightingale-Thrush,2,within,PaHLF04,0.167,"PC,V=0,L=0,N=0",9/9/21,8.670354,-82.233717
pewee sp. (Contopus sp.),1,outside,PaHLF04,0.167,"PC,V=0,L=0,N=0",9/9/21,8.670354,-82.233717
Boat-billed Flycatcher,2,outside,PaHLF04,0.167,"PC,V=0,L=0,N=0",9/9/21,8.670354,-82.233717
Lance-tailed Manakin,1,within,PaHLF04,0.167,"PC,V=0,L=0,N=0",9/9/21,8.670354,-82.233717
Orange-billed Nightingale-Thrush,1,outside,PaHLSh07,0.167,"KA,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Lesson's Motmot,1,outside,PaHLSh07,0.167,"KA,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
House Wren,2,within,PaHLSh07,0.167,"KA,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Red-crowned Woodpecker,3,outside,PaHLSh07,0.167,"KA,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Red-crowned Woodpecker,3,within,PaHLSh07,0.167,"KA,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Streak-headed Woodcreeper,1,outside,PaHLSh07,0.167,"KA,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Lance-tailed Manakin,2,outside,PaHLSh07,0.167,"KA,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Lance-tailed Manakin,2,within,PaHLSh07,0.167,"KA,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Thick-billed Euphonia,2,within,PaHLSh07,0.167,"KA,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Streaked Saltator,1,outside,PaHLSh07,0.167,"KA,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Blue-gray Tanager,2,within,PaHLSh07,0.167,"KA,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Yellow-bellied Elaenia,1,outside,PaHLSh07,0.167,"KA,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Chestnut-capped Warbler,2,outside,PaHLSh07,0.167,"KA,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
White-tipped Dove,1,outside,PaHLSh07,0.167,"KA,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Chestnut-capped Warbler,2,within,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Snowy-bellied Hummingbird,1,within,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Red-legged Honeycreeper,1,outside,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Red-eyed Vireo,1,outside,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Blue-gray Tanager,1,outside,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Orange-billed Sparrow,1,within,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
White-tipped Dove,1,within,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Red-crowned Woodpecker,2,outside,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Red-crowned Woodpecker,2,within,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Rufous-and-white Wren,2,outside,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Rufous-and-white Wren,2,within,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Streak-headed Woodcreeper,1,within,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Orange-billed Nightingale-Thrush,3,outside,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Rufous-breasted Wren,3,within,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Rufous-breasted Wren,3,outside,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Mistletoe Tyrannulet,1,within,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Bay-headed Tanager,5,outside,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Bay-headed Tanager,5,within,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Thick-billed Euphonia,5,outside,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Thick-billed Euphonia,5,within,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Streaked Saltator,1,outside,PaHLSh07,0.183,"PC,V=0,L=0,N=0",9/9/21,8.669552,-82.235544
Red-crowned Ant-Tanager,3,within,PaHLF04,0.2,"KA,V=0,L=0,N=0",9/8/21,8.670354,-82.233717
Red-crowned Ant-Tanager,3,outside,PaHLF04,0.2,"KA,V=0,L=0,N=0",9/8/21,8.670354,-82.233717
Rufous-breasted Wren,2,outside,PaHLF04,0.2,"KA,V=0,L=0,N=0",9/8/21,8.670354,-82.233717
woodcreeper sp.,1,outside,PaHLF04,0.2,"KA,V=0,L=0,N=0",9/8/21,8.670354,-82.233717
hummingbird sp.,1,outside,PaHLF04,0.2,"KA,V=0,L=0,N=0",9/8/21,8.670354,-82.233717
Bay-headed Tanager,1,outside,PaHLF04,0.2,"KA,V=0,L=0,N=0",9/8/21,8.670354,-82.233717
Mistletoe Tyrannulet,1,outside,PaHLF04,0.2,"KA,V=0,L=0,N=0",9/8/21,8.670354,-82.233717
Little Tinamou,1,outside,PaHLF04,0.2,"KA,V=0,L=0,N=0",9/8/21,8.670354,-82.233717
wood-wren sp.,1,within,PaHLF04,0.2,"KA,V=0,L=0,N=0",9/8/21,8.670354,-82.233717
Chestnut-capped Warbler,3,within,PaHLF04,0.167,"PC,V=1,L=0,N=0",9/8/21,8.670354,-82.233717
Rufous-and-white Wren,1,outside,PaHLF04,0.167,"PC,V=1,L=0,N=0",9/8/21,8.670354,-82.233717
White-tipped Dove,1,within,PaHLF04,0.167,"PC,V=1,L=0,N=0",9/8/21,8.670354,-82.233717
Turkey Vulture,1,outside,PaHLF04,0.167,"PC,V=1,L=0,N=0",9/8/21,8.670354,-82.233717
Orange-billed Nightingale-Thrush,3,outside,PaHLF04,0.167,"PC,V=1,L=0,N=0",9/8/21,8.670354,-82.233717
Orange-billed Nightingale-Thrush,3,within,PaHLF04,0.167,"PC,V=1,L=0,N=0",9/8/21,8.670354,-82.233717
American Redstart,1,within,PaHLF04,0.167,"PC,V=1,L=0,N=0",9/8/21,8.670354,-82.233717
White-browed Gnatcatcher,2,within,PaHLF04,0.167,"PC,V=1,L=0,N=0",9/8/21,8.670354,-82.233717
Rosy Thrush-Tanager,1,outside,PaHLF04,0.167,"PC,V=1,L=0,N=0",9/8/21,8.670354,-82.233717
Clay-colored Thrush,1,within,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Lance-tailed Manakin,2,outside,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Yellow-bellied Elaenia,2,outside,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Chestnut-capped Warbler,1,within,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Rufous-and-white Wren,1,outside,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Red-crowned Woodpecker,2,outside,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Olivaceous Woodcreeper,1,outside,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Thick-billed Euphonia,4,outside,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Bay-headed Tanager,1,within,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
pewee sp. (Contopus sp.),1,within,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Squirrel Cuckoo,2,outside,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Snowy-bellied Hummingbird,1,within,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Scaly-breasted Wren,1,outside,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Blue-gray Tanager,2,outside,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Rufous-breasted Wren,1,outside,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Streak-headed Woodcreeper,2,outside,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Streak-headed Woodcreeper,2,within,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Mistletoe Tyrannulet,2,outside,PaHLSh07,0.2,"KA,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Yellow-bellied Elaenia,1,outside,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Snowy-bellied Hummingbird,2,outside,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Snowy-bellied Hummingbird,2,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Boat-billed Flycatcher,2,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Olivaceous Woodcreeper,2,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Sulphur-winged Parakeet,5,outside,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
House Wren,1,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Red-legged Honeycreeper,3,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Thick-billed Euphonia,3,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Thick-billed Euphonia,3,outside,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
White-ruffed Manakin,1,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Blue-gray Tanager,6,outside,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Blue-gray Tanager,6,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Streak-headed Woodcreeper,1,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Lance-tailed Manakin,4,outside,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
White-tipped Dove,2,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Rufous-breasted Wren,2,outside,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Clay-colored Thrush,3,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Clay-colored Thrush,3,outside,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Rufous-and-white Wren,3,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Squirrel Cuckoo,2,outside,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Squirrel Cuckoo,2,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Bay-headed Tanager,4,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Red-eyed Vireo,2,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
flycatcher sp. (Tyrannidae sp.),1,outside,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Mistletoe Tyrannulet,2,outside,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Mistletoe Tyrannulet,2,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Chestnut-capped Warbler,4,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
Orange-billed Nightingale-Thrush,2,within,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
pewee sp. (Contopus sp.),1,outside,PaHLSh07,0.25,"PC,V=0,L=0,N=0",9/8/21,8.669552,-82.235544
tanager sp. (Thraupidae sp.),2,within,PaHLSh05,0.167,"KA,V=0,L=2,N=0",9/7/21,8.668881,-82.231168
Rufous-breasted Wren,1,outside,PaHLSh05,0.167,"KA,V=0,L=2,N=0",9/7/21,8.668881,-82.231168
Yellow-bellied Elaenia,1,outside,PaHLSh05,0.167,"KA,V=0,L=2,N=0",9/7/21,8.668881,-82.231168
Yellow-faced Grassquit,1,outside,PaHLSh05,0.167,"KA,V=0,L=2,N=0",9/7/21,8.668881,-82.231168
Rosy Thrush-Tanager,2,outside,PaHLSh05,0.167,"KA,V=0,L=2,N=0",9/7/21,8.668881,-82.231168
Isthmian Wren,2,outside,PaHLSh05,0.167,"KA,V=0,L=2,N=0",9/7/21,8.668881,-82.231168
Thick-billed Euphonia,2,outside,PaHLSh05,0.167,"KA,V=0,L=2,N=0",9/7/21,8.668881,-82.231168
Orange-billed Sparrow,1,outside,PaHLSh05,0.167,"KA,V=0,L=2,N=0",9/7/21,8.668881,-82.231168
Orange-billed Nightingale-Thrush,1,outside,PaHLSh05,0.167,"KA,V=0,L=2,N=0",9/7/21,8.668881,-82.231168
Lesson's Motmot,1,outside,PaHLSh05,0.167,"KA,V=0,L=2,N=0",9/7/21,8.668881,-82.231168
Ochre-bellied Flycatcher,1,within,PaHLSh05,0.167,"KA,V=0,L=2,N=0",9/7/21,8.668881,-82.231168
Mistletoe Tyrannulet,2,outside,PaHLSh05,0.167,"KA,V=0,L=2,N=0",9/7/21,8.668881,-82.231168
Rufous-and-white Wren,2,outside,PaHLSh05,0.167,"KA,V=0,L=2,N=0",9/7/21,8.668881,-82.231168
Yellow-headed Caracara,1,outside,PaHLSh05,0.167,"KA,V=0,L=2,N=0",9/7/21,8.668881,-82.231168
Squirrel Cuckoo,1,outside,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Golden-hooded Tanager,4,within,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Isthmian Wren,1,outside,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Lesser Goldfinch,2,outside,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Little Tinamou,1,outside,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Swallow-tailed Kite,1,outside,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Rufous-breasted Wren,2,outside,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Bay-headed Tanager,4,within,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Black Vulture,1,outside,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
House Wren,1,within,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Scarlet-thighed Dacnis,6,within,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Flame-colored Tanager,2,within,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Mistletoe Tyrannulet,1,outside,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Blue-gray Tanager,3,within,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Snowy-bellied Hummingbird,1,within,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Ochre-bellied Flycatcher,1,within,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Thick-billed Euphonia,1,within,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Red-crowned Woodpecker,1,outside,PaHLSh05,0.183,"PC,V=0,L=0,N=0",9/7/21,8.668881,-82.231168
Lesson's Motmot,1,outside,PaHLF03,0.167,"KA,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Orange-billed Sparrow,4,within,PaHLF03,0.167,"KA,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
hummingbird sp.,1,outside,PaHLF03,0.167,"KA,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Lance-tailed Manakin,4,outside,PaHLF03,0.167,"KA,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Chestnut-capped Warbler,1,outside,PaHLF03,0.167,"KA,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Rufous-breasted Wren,1,outside,PaHLF03,0.167,"KA,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Swallow-tailed Kite,1,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Cocoa Woodcreeper,1,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Red-crowned Ant-Tanager,7,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Yellow-margined Flycatcher,1,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Ochre-bellied Flycatcher,1,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Red-eyed Vireo,2,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Orange-billed Sparrow,2,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Little Tinamou,1,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Rufous-breasted Wren,1,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
White-browed Gnatcatcher,3,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Orange-billed Nightingale-Thrush,1,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Lance-tailed Manakin,6,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Thick-billed Euphonia,2,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Rufous-and-white Wren,1,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Rosy Thrush-Tanager,2,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Lesser Greenlet,2,outside,PaHLF03,0.167,"PC,V=0,L=0,N=0",9/7/21,8.671076,-82.230332
Rufous-and-white Wren,1,outside,PaHLF02,0.167,"KA,V=0,L=0,N=0",9/7/21,8.667223,-82.233781
Orange-billed Nightingale-Thrush,2,within,PaHLF02,0.167,"KA,V=0,L=0,N=0",9/7/21,8.667223,-82.233781
Rosy Thrush-Tanager,1,within,PaHLF02,0.167,"KA,V=0,L=0,N=0",9/7/21,8.667223,-82.233781
White-tipped Dove,1,outside,PaHLF02,0.167,"KA,V=0,L=0,N=0",9/7/21,8.667223,-82.233781
Long-billed Gnatwren,1,within,PaHLF02,0.167,"KA,V=0,L=0,N=0",9/7/21,8.667223,-82.233781
Lance-tailed Manakin,3,within,PaHLF02,0.167,"KA,V=0,L=0,N=0",9/7/21,8.667223,-82.233781
Lance-tailed Manakin,3,outside,PaHLF02,0.167,"KA,V=0,L=0,N=0",9/7/21,8.667223,-82.233781
Rufous-tailed Hummingbird,1,within,PaHLF02,0.167,"KA,V=0,L=0,N=0",9/7/21,8.667223,-82.233781
Thick-billed Euphonia,2,outside,PaHLF02,0.167,"KA,V=0,L=0,N=0",9/7/21,8.667223,-82.233781
Thick-billed Euphonia,2,within,PaHLF02,0.167,"KA,V=0,L=0,N=0",9/7/21,8.667223,-82.233781
Chestnut-capped Warbler,1,outside,PaHLF02,0.167,"KA,V=0,L=0,N=0",9/7/21,8.667223,-82.233781
Yellow-headed Caracara,1,outside,PaHLF02,0.167,"KA,V=0,L=0,N=0",9/7/21,8.667223,-82.233781
Black-striped Sparrow,3,outside,PaHLF02,0.167,"KA,V=0,L=0,N=0",9/7/21,8.667223,-82.233781
Masked Tityra,1,within,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Lance-tailed Manakin,4,outside,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Boat-billed Flycatcher,2,outside,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Yellow-bellied Elaenia,1,outside,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Variable Seedeater,1,within,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Isthmian Wren,1,within,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Streak-headed Woodcreeper,1,outside,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Thick-billed Euphonia,5,outside,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Rufous-tailed Hummingbird,1,within,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Chestnut-capped Warbler,4,within,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Little Tinamou,2,outside,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Yellow-faced Grassquit,1,within,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Southern Beardless-Tyrannulet,1,outside,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Mistletoe Tyrannulet,1,outside,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Orange-billed Nightingale-Thrush,4,outside,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Orange-billed Nightingale-Thrush,4,within,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Blue-black Grassquit,1,within,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Rosy Thrush-Tanager,2,outside,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Orange-chinned Parakeet,4,outside,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
Social Flycatcher,2,outside,PaHLF02,0.167,"PC,V=1,L=0,N=0",9/7/21,8.667223,-82.233781
elaenia sp. (genus Elaenia),1,within,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Thick-billed Seed-Finch,1,within,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Roadside Hawk,1,outside,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Red-crowned Woodpecker,1,outside,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Lesser Goldfinch,5,within,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Lance-tailed Manakin,1,within,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Yellow-bellied Elaenia,3,within,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Yellow-bellied Elaenia,3,outside,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Thick-billed Euphonia,3,outside,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Mistletoe Tyrannulet,2,outside,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Little Tinamou,1,outside,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
White-tipped Dove,2,outside,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
White-tipped Dove,2,within,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Clay-colored Thrush,2,outside,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Clay-colored Thrush,2,within,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Black-striped Sparrow,3,outside,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Black-striped Sparrow,3,within,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Pale-eyed Pygmy-Tyrant,1,within,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Orange-billed Nightingale-Thrush,2,outside,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Orange-billed Nightingale-Thrush,2,within,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Orange-chinned Parakeet,5,outside,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Rufous-and-white Wren,1,outside,PaHLSh06,0.2,"KA,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Southern Beardless-Tyrannulet,2,outside,PaHLSh06,0.25,"PC,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Lesser Elaenia,1,within,PaHLSh06,0.25,"PC,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
House Wren,2,outside,PaHLSh06,0.25,"PC,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
House Wren,2,within,PaHLSh06,0.25,"PC,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Turkey Vulture,2,outside,PaHLSh06,0.25,"PC,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Black-striped Sparrow,3,within,PaHLSh06,0.25,"PC,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Black-striped Sparrow,3,outside,PaHLSh06,0.25,"PC,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Rosy Thrush-Tanager,1,outside,PaHLSh06,0.25,"PC,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Orange-billed Nightingale-Thrush,4,outside,PaHLSh06,0.25,"PC,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Orange-billed Nightingale-Thrush,4,within,PaHLSh06,0.25,"PC,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
Crimson-fronted Parakeet,2,outside,PaHLSh06,0.25,"PC,V=0,L=0,N=0",9/7/21,8.665108,-82.235667
