"SpcRecID","Scientific name","English name","Family","Global IUCN Red List Category"
"5355","Moho braccatus","Kauai Oo","Mohoidae (Oos)","EX"
"5356","Moho apicalis","Oahu Oo","Mohoidae (Oos)","EX"
"5357","Moho bishopi","Bishop's Oo","Mohoidae (Oos)","EX"
"5358","Moho nobilis","Hawaii Oo","Mohoidae (Oos)","EX"
"5359","Chaetoptila angustipluma","Kioea","Mohoidae (Oos)","EX"
"8754","Peucedramus taeniatus","Olive Warbler","Peucedramidae (Olive Warbler)","LC"
"8450","Anthus cervinus","Red-throated Pipit","Motacillidae (Pipits and Wagtails)","LC"
"8454","Anthus rubescens","Buff-bellied Pipit","Motacillidae (Pipits and Wagtails)","LC"
"8459","Anthus spragueii","Sprague's Pipit","Motacillidae (Pipits and Wagtails)","VU"
"1018060","Motacilla tschutschensis","Eastern Yellow Wagtail","Motacillidae (Pipits and Wagtails)","LC"
"8403","Motacilla alba","White Wagtail","Motacillidae (Pipits and Wagtails)","LC"
"8894","Hesperiphona vespertina","Evening Grosbeak","Fringillidae (Finches)","VU"
"8926","Melamprosops phaeosoma","Poo-uli","Fringillidae (Finches)","EX"
"8917","Paroreomyza maculata","Oahu Alauahio","Fringillidae (Finches)","CR(PE)"
"8916","Paroreomyza flammea","Kakawahie","Fringillidae (Finches)","EX"
"8915","Paroreomyza montana","Maui Alauahio","Fringillidae (Finches)","EN"
"8913","Oreomystis bairdi","Akikiki","Fringillidae (Finches)","CR"
"8898","Telespiza cantans","Laysan Finch","Fringillidae (Finches)","VU"
"8897","Telespiza ultima","Nihoa Finch","Fringillidae (Finches)","CR"
"8903","Rhodacanthis palmeri","Greater Koa-finch","Fringillidae (Finches)","EX"
"8902","Rhodacanthis flaviceps","Lesser Koa-finch","Fringillidae (Finches)","EX"
"30108","Chloridops kona","Kona Grosbeak","Fringillidae (Finches)","EX"
"8901","Loxioides bailleui","Palila","Fringillidae (Finches)","CR"
"8899","Psittirostra psittacea","Ou","Fringillidae (Finches)","CR(PE)"
"8900","Dysmorodrepanis munroi","Lanai Hookbill","Fringillidae (Finches)","EX"
"1018071","Akialoa stejnegeri","Kauai Akialoa","Fringillidae (Finches)","EX"
"1018070","Akialoa ellisiana","Oahu Akialoa","Fringillidae (Finches)","EX"
"1018075","Akialoa lanaiensis","Lanai Akialoa","Fringillidae (Finches)","EX"
"30123","Akialoa obscura","Hawaii Akialoa","Fringillidae (Finches)","EX"
"1018080","Hemignathus hanapepe","Kauai Nukupuu","Fringillidae (Finches)","CR(PE)"
"1018078","Hemignathus lucidus","Oahu Nukupuu","Fringillidae (Finches)","EX"
"1018081","Hemignathus affinis","Maui Nukupuu","Fringillidae (Finches)","CR(PE)"
"8912","Hemignathus wilsoni","Akiapolaau","Fringillidae (Finches)","EN"
"8905","Pseudonestor xanthophrys","Maui Parrotbill","Fringillidae (Finches)","CR"
"8909","Viridonia sagittirostris","Greater Amakihi","Fringillidae (Finches)","EX"
"8908","Magumma parva","Anianiau","Fringillidae (Finches)","VU"
"8914","Manucerthia mana","Hawaii Creeper","Fringillidae (Finches)","EN"
"8918","Loxops caeruleirostris","Akekee","Fringillidae (Finches)","CR"
"1018088","Loxops wolstenholmei","Oahu Akepa","Fringillidae (Finches)","EX"
"1018087","Loxops ochraceus","Maui Akepa","Fringillidae (Finches)","CR(PE)"
"1018084","Loxops coccineus","Hawaii Akepa","Fringillidae (Finches)","EN"
"8906","Chlorodrepanis stejnegeri","Kauai Amakihi","Fringillidae (Finches)","VU"
"30001","Chlorodrepanis flava","Oahu Amakihi","Fringillidae (Finches)","VU"
"8907","Chlorodrepanis virens","Hawaii Amakihi","Fringillidae (Finches)","LC"
"8923","Drepanis funerea","Black Mamo","Fringillidae (Finches)","EX"
"8922","Drepanis pacifica","Hawaii Mamo","Fringillidae (Finches)","EX"
"8921","Drepanis coccinea","Iiwi","Fringillidae (Finches)","VU"
"1018097","Himatione sanguinea","Apapane","Fringillidae (Finches)","LC"
"1018098","Himatione fraithii","Laysan Honeycreeper","Fringillidae (Finches)","EX"
"8924","Palmeria dolei","Akohekohe","Fringillidae (Finches)","CR"
"8920","Ciridops anna","Ula-ai-hawane","Fringillidae (Finches)","EX"
"8873","Pinicola enucleator","Pine Grosbeak","Fringillidae (Finches)","LC"
"8842","Leucosticte tephrocotis","Grey-crowned Rosy-Finch","Fringillidae (Finches)","LC"
"8843","Leucosticte atrata","Black Rosy-finch","Fringillidae (Finches)","EN"
"30135","Leucosticte australis","Brown-capped Rosy-finch","Fringillidae (Finches)","EN"
"8856","Haemorhous mexicanus","House Finch","Fringillidae (Finches)","LC"
"8855","Haemorhous cassinii","Cassin's Finch","Fringillidae (Finches)","LC"
"8853","Haemorhous purpureus","Purple Finch","Fringillidae (Finches)","LC"
"112651","Acanthis flammea","Redpoll","Fringillidae (Finches)","LC"
"8878","Loxia curvirostra","Red Crossbill","Fringillidae (Finches)","LC"
"30129","Loxia leucoptera","Two-barred Crossbill","Fringillidae (Finches)","LC"
"8814","Spinus pinus","Pine Siskin","Fringillidae (Finches)","LC"
"8828","Spinus tristis","American Goldfinch","Fringillidae (Finches)","LC"
"8829","Spinus psaltria","Lesser Goldfinch","Fringillidae (Finches)","LC"
"8830","Spinus lawrencei","Lawrence's Goldfinch","Fringillidae (Finches)","LC"
"8970","Calcarius lapponicus","Lapland Longspur","Calcariidae (Longspurs)","LC"
"8972","Calcarius ornatus","Chestnut-collared Longspur","Calcariidae (Longspurs)","VU"
"8971","Calcarius pictus","Smith's Longspur","Calcariidae (Longspurs)","LC"
"8969","Rhynchophanes mccownii","Thick-billed Longspur","Calcariidae (Longspurs)","LC"
"8973","Plectrophenax nivalis","Snow Bunting","Calcariidae (Longspurs)","LC"
"8974","Plectrophenax hyperboreus","McKay's Bunting","Calcariidae (Longspurs)","LC"
"9001","Spizella passerina","Chipping Sparrow","Passerellidae (New World sparrows)","LC"
"9002","Spizella pallida","Clay-colored Sparrow","Passerellidae (New World sparrows)","LC"
"9007","Spizella atrogularis","Black-chinned Sparrow","Passerellidae (New World sparrows)","LC"
"9005","Spizella pusilla","Field Sparrow","Passerellidae (New World sparrows)","LC"
"32364","Spizella breweri","Brewer's Sparrow","Passerellidae (New World sparrows)","LC"
"9006","Spizella wortheni","Worthen's Sparrow","Passerellidae (New World sparrows)","EN"
"9010","Amphispiza bilineata","Black-throated Sparrow","Passerellidae (New World sparrows)","LC"
"9012","Amphispiza quinquestriata","Five-striped Sparrow","Passerellidae (New World sparrows)","LC"
"9009","Chondestes grammacus","Lark Sparrow","Passerellidae (New World sparrows)","LC"
"8975","Calamospiza melanocorys","Lark Bunting","Passerellidae (New World sparrows)","LC"
"9022","Peucaea carpalis","Rufous-winged Sparrow","Passerellidae (New World sparrows)","LC"
"9020","Peucaea botterii","Botteri's Sparrow","Passerellidae (New World sparrows)","LC"
"9021","Peucaea cassinii","Cassin's Sparrow","Passerellidae (New World sparrows)","LC"
"9019","Peucaea aestivalis","Bachman's Sparrow","Passerellidae (New World sparrows)","NT"
"9043","Arremonops rufivirgatus","Olive Sparrow","Passerellidae (New World sparrows)","LC"
"8996","Ammodramus savannarum","Grasshopper Sparrow","Passerellidae (New World sparrows)","LC"
"9028","Pipilo chlorurus","Green-tailed Towhee","Passerellidae (New World sparrows)","LC"
"1017785","Pipilo maculatus","Spotted Towhee","Passerellidae (New World sparrows)","LC"
"9030","Pipilo erythrophthalmus","Eastern Towhee","Passerellidae (New World sparrows)","LC"
"9033","Melozone fusca","Canyon Towhee","Passerellidae (New World sparrows)","LC"
"9032","Melozone crissalis","California Towhee","Passerellidae (New World sparrows)","LC"
"9031","Melozone aberti","Abert's Towhee","Passerellidae (New World sparrows)","LC"
"9023","Aimophila ruficeps","Rufous-crowned Sparrow","Passerellidae (New World sparrows)","LC"
"8986","Junco hyemalis","Dark-eyed Junco","Passerellidae (New World sparrows)","LC"
"1017851","Junco phaeonotus","Yellow-eyed Junco","Passerellidae (New World sparrows)","LC"
"8981","Zonotrichia querula","Harris's Sparrow","Passerellidae (New World sparrows)","NT"
"8982","Zonotrichia albicollis","White-throated Sparrow","Passerellidae (New World sparrows)","LC"
"8983","Zonotrichia leucophrys","White-crowned Sparrow","Passerellidae (New World sparrows)","LC"
"8984","Zonotrichia atricapilla","Golden-crowned Sparrow","Passerellidae (New World sparrows)","LC"
"1017855","Passerella iliaca","Red Fox-sparrow","Passerellidae (New World sparrows)","LC"
"1017856","Passerella unalaschcensis","Sooty Fox-sparrow","Passerellidae (New World sparrows)","LC"
"1143693","Passerella schistacea","Slate-coloured Fox-sparrow","Passerellidae (New World sparrows)","LC"
"1143694","Passerella megarhyncha","Thick-billed Fox-sparrow","Passerellidae (New World sparrows)","LC"
"9000","Passerella arborea","American Tree Sparrow","Passerellidae (New World sparrows)","LC"
"8993","Ammospiza leconteii","Le Conte's Sparrow","Passerellidae (New World sparrows)","LC"
"8991","Ammospiza maritima","Seaside Sparrow","Passerellidae (New World sparrows)","LC"
"30019","Ammospiza nelsoni","Nelson's Sparrow","Passerellidae (New World sparrows)","LC"
"8992","Ammospiza caudacuta","Saltmarsh Sparrow","Passerellidae (New World sparrows)","EN"
"1017867","Artemisiospiza nevadensis","Sagebrush Sparrow","Passerellidae (New World sparrows)","LC"
"1017864","Artemisiospiza belli","Bell's Sparrow","Passerellidae (New World sparrows)","LC"
"9008","Pooecetes gramineus","Vesper Sparrow","Passerellidae (New World sparrows)","LC"
"1017868","Passerculus sandwichensis","Savannah Sparrow","Passerellidae (New World sparrows)","LC"
"1017869","Passerculus guttatus","Belding's Sparrow","Passerellidae (New World sparrows)","LC"
"8990","Passerculus rostratus","Large-billed Sparrow","Passerellidae (New World sparrows)","LC"
"8995","Passerculus bairdii","Baird's Sparrow","Passerellidae (New World sparrows)","LC"
"8994","Passerculus henslowii","Henslow's Sparrow","Passerellidae (New World sparrows)","LC"
"8977","Melospiza melodia","Song Sparrow","Passerellidae (New World sparrows)","LC"
"8978","Melospiza lincolnii","Lincoln's Sparrow","Passerellidae (New World sparrows)","LC"
"8979","Melospiza georgiana","Swamp Sparrow","Passerellidae (New World sparrows)","LC"
"9194","Icteria virens","Yellow-breasted Chat","Icteridae (New World blackbirds)","LC"
"9705","Xanthocephalus xanthocephalus","Yellow-headed Blackbird","Icteridae (New World blackbirds)","LC"
"9753","Dolichonyx oryzivorus","Bobolink","Icteridae (New World blackbirds)","LC"
"9723","Sturnella neglecta","Western Meadowlark","Icteridae (New World blackbirds)","LC"
"32505","Sturnella magna","Eastern Meadowlark","Icteridae (New World blackbirds)","NT"
"9702","Icterus parisorum","Scott's Oriole","Icteridae (New World blackbirds)","LC"
"9680","Icterus graduacauda","Audubon's Oriole","Icteridae (New World blackbirds)","LC"
"9689","Icterus gularis","Altamira Oriole","Icteridae (New World blackbirds)","LC"
"9693","Icterus galbula","Baltimore Oriole","Icteridae (New World blackbirds)","LC"
"30164","Icterus bullockiorum","Bullock's Oriole","Icteridae (New World blackbirds)","LC"
"9694","Icterus cucullatus","Hooded Oriole","Icteridae (New World blackbirds)","LC"
"1017891","Icterus spurius","Orchard Oriole","Icteridae (New World blackbirds)","LC"
"9713","Agelaius humeralis","Tawny-shouldered Blackbird","Icteridae (New World blackbirds)","LC"
"9711","Agelaius tricolor","Tricolored Blackbird","Icteridae (New World blackbirds)","EN"
"9710","Agelaius phoeniceus","Red-winged Blackbird","Icteridae (New World blackbirds)","LC"
"9749","Molothrus bonariensis","Shiny Cowbird","Icteridae (New World blackbirds)","LC"
"9751","Molothrus ater","Brown-headed Cowbird","Icteridae (New World blackbirds)","LC"
"31535","Molothrus aeneus","Bronzed Cowbird","Icteridae (New World blackbirds)","LC"
"9745","Euphagus carolinus","Rusty Blackbird","Icteridae (New World blackbirds)","VU"
"9746","Euphagus cyanocephalus","Brewer's Blackbird","Icteridae (New World blackbirds)","LC"
"9742","Quiscalus quiscula","Common Grackle","Icteridae (New World blackbirds)","NT"
"9739","Quiscalus major","Boat-tailed Grackle","Icteridae (New World blackbirds)","LC"
"9738","Quiscalus mexicanus","Great-tailed Grackle","Icteridae (New World blackbirds)","LC"
"9130","Seiurus aurocapilla","Ovenbird","Parulidae (New World warblers)","LC"
"9128","Helmitheros vermivorum","Worm-eating Warbler","Parulidae (New World warblers)","LC"
"9132","Parkesia motacilla","Louisiana Waterthrush","Parulidae (New World warblers)","LC"
"9131","Parkesia noveboracensis","Northern Waterthrush","Parulidae (New World warblers)","LC"
"9084","Vermivora bachmanii","Bachman's Warbler","Parulidae (New World warblers)","CR(PE)"
"9086","Vermivora chrysoptera","Golden-winged Warbler","Parulidae (New World warblers)","NT"
"9085","Vermivora cyanoptera","Blue-winged Warbler","Parulidae (New World warblers)","LC"
"9125","Mniotilta varia","Black-and-white Warbler","Parulidae (New World warblers)","LC"
"9127","Protonotaria citrea","Prothonotary Warbler","Parulidae (New World warblers)","LC"
"9129","Limnothlypis swainsonii","Swainson's Warbler","Parulidae (New World warblers)","LC"
"9087","Leiothlypis peregrina","Tennessee Warbler","Parulidae (New World warblers)","LC"
"9088","Leiothlypis celata","Orange-crowned Warbler","Parulidae (New World warblers)","LC"
"9091","Leiothlypis crissalis","Colima Warbler","Parulidae (New World warblers)","LC"
"9092","Leiothlypis luciae","Lucy's Warbler","Parulidae (New World warblers)","LC"
"9089","Leiothlypis ruficapilla","Nashville Warbler","Parulidae (New World warblers)","LC"
"9090","Leiothlypis virginiae","Virginia's Warbler","Parulidae (New World warblers)","LC"
"9134","Oporornis agilis","Connecticut Warbler","Parulidae (New World warblers)","LC"
"9136","Geothlypis tolmiei","MacGillivray's Warbler","Parulidae (New World warblers)","LC"
"9135","Geothlypis philadelphia","Mourning Warbler","Parulidae (New World warblers)","LC"
"9133","Geothlypis formosa","Kentucky Warbler","Parulidae (New World warblers)","LC"
"9137","Geothlypis trichas","Common Yellowthroat","Parulidae (New World warblers)","LC"
"9150","Setophaga citrina","Hooded Warbler","Parulidae (New World warblers)","LC"
"9126","Setophaga ruticilla","American Redstart","Parulidae (New World warblers)","LC"
"9114","Setophaga kirtlandii","Kirtland's Warbler","Parulidae (New World warblers)","NT"
"9100","Setophaga tigrina","Cape May Warbler","Parulidae (New World warblers)","LC"
"9120","Setophaga cerulea","Cerulean Warbler","Parulidae (New World warblers)","NT"
"9093","Setophaga americana","Northern Parula","Parulidae (New World warblers)","LC"
"1017918","Setophaga pitiayumi","Tropical Parula","Parulidae (New World warblers)","LC"
"9099","Setophaga magnolia","Magnolia Warbler","Parulidae (New World warblers)","LC"
"9118","Setophaga castanea","Bay-breasted Warbler","Parulidae (New World warblers)","LC"
"9108","Setophaga fusca","Blackburnian Warbler","Parulidae (New World warblers)","LC"
"9097","Setophaga petechia","American Yellow Warbler","Parulidae (New World warblers)","LC"
"9098","Setophaga pensylvanica","Chestnut-sided Warbler","Parulidae (New World warblers)","LC"
"9119","Setophaga striata","Blackpoll Warbler","Parulidae (New World warblers)","NT"
"9101","Setophaga caerulescens","Black-throated Blue Warbler","Parulidae (New World warblers)","LC"
"9117","Setophaga palmarum","Palm Warbler","Parulidae (New World warblers)","LC"
"9113","Setophaga pinus","Pine Warbler","Parulidae (New World warblers)","LC"
"1017916","Setophaga auduboni","Audubon's Warbler","Parulidae (New World warblers)","LC"
"1017912","Setophaga coronata","Myrtle Warbler","Parulidae (New World warblers)","LC"
"112653","Setophaga dominica","Yellow-throated Warbler","Parulidae (New World warblers)","LC"
"9115","Setophaga discolor","Prairie Warbler","Parulidae (New World warblers)","LC"
"9110","Setophaga graciae","Grace's Warbler","Parulidae (New World warblers)","LC"
"9103","Setophaga nigrescens","Black-throated Grey Warbler","Parulidae (New World warblers)","LC"
"9104","Setophaga townsendi","Townsend's Warbler","Parulidae (New World warblers)","LC"
"9105","Setophaga occidentalis","Hermit Warbler","Parulidae (New World warblers)","LC"
"9107","Setophaga chrysoparia","Golden-cheeked Warbler","Parulidae (New World warblers)","EN"
"9106","Setophaga virens","Black-throated Green Warbler","Parulidae (New World warblers)","LC"
"9152","Cardellina canadensis","Canada Warbler","Parulidae (New World warblers)","LC"
"9151","Cardellina pusilla","Wilson's Warbler","Parulidae (New World warblers)","LC"
"9153","Cardellina rubrifrons","Red-faced Warbler","Parulidae (New World warblers)","LC"
"9156","Myioborus pictus","Painted Whitestart","Parulidae (New World warblers)","LC"
"9312","Spindalis zena","Western Spindalis","Spindalidae (Spindalises)","LC"
"9616","Pheucticus chrysopeplus","Yellow Grosbeak","Cardinalidae (Cardinals)","LC"
"9620","Pheucticus ludovicianus","Rose-breasted Grosbeak","Cardinalidae (Cardinals)","LC"
"9621","Pheucticus melanocephalus","Black-headed Grosbeak","Cardinalidae (Cardinals)","LC"
"9615","Spiza americana","Dickcissel","Cardinalidae (Cardinals)","LC"
"9651","Passerina cyanea","Indigo Bunting","Cardinalidae (Cardinals)","LC"
"9649","Passerina caerulea","Blue Grosbeak","Cardinalidae (Cardinals)","LC"
"9650","Passerina amoena","Lazuli Bunting","Cardinalidae (Cardinals)","LC"
"9652","Passerina versicolor","Varied Bunting","Cardinalidae (Cardinals)","LC"
"9653","Passerina ciris","Painted Bunting","Cardinalidae (Cardinals)","LC"
"9298","Piranga olivacea","Scarlet Tanager","Cardinalidae (Cardinals)","LC"
"9296","Piranga rubra","Summer Tanager","Cardinalidae (Cardinals)","LC"
"9294","Piranga bidentata","Flame-colored Tanager","Cardinalidae (Cardinals)","LC"
"9299","Piranga ludoviciana","Western Tanager","Cardinalidae (Cardinals)","LC"
"1017970","Piranga hepatica","Hepatic Tanager","Cardinalidae (Cardinals)","LC"
"9622","Cardinalis cardinalis","Northern Cardinal","Cardinalidae (Cardinals)","LC"
"9624","Cardinalis sinuatus","Pyrrhuloxia","Cardinalidae (Cardinals)","LC"
"9083","Paroaria capitata","Yellow-billed Cardinal","Thraupidae (Tanagers)","LC"
"9199","Coereba flaveola","Bananaquit","Thraupidae (Tanagers)","LC"
"9575","Melanospiza bicolor","Black-faced Grassquit","Thraupidae (Tanagers)","LC"
"31401","Sporophila morelleti","White-collared Seedeater","Thraupidae (Tanagers)","LC"
